../test/testdata/test_tmp
Epoch:0, train loss:3.275077932021197, train accuracy:1.168384879725086, validation loss:3.2712650299072266, validation accuracy:3.0, loss diff:0.003812902113970562
Epoch:23, train loss:2.5915676705977497, train accuracy:30.446735395189002, validation loss:2.8094500303268433, validation accuracy:30.0, loss diff:0.21788235972909353
Epoch:24, train loss:2.5809961908003864, train accuracy:32.09621993127148, validation loss:2.826546788215637, validation accuracy:24.0, loss diff:0.24555059741525076
Epoch:25, train loss:2.575397954267614, train accuracy:31.54639175257732, validation loss:2.9688971042633057, validation accuracy:25.0, loss diff:0.3934991499956917
Epoch:26, train loss:2.477748891886543, train accuracy:33.608247422680414, validation loss:2.801107883453369, validation accuracy:32.0, loss diff:0.32335899156682624
Epoch:27, train loss:2.4678640646093033, train accuracy:33.608247422680414, validation loss:3.0880876779556274, validation accuracy:33.0, loss diff:0.6202236133463241
Epoch:28, train loss:2.4342652980019066, train accuracy:34.0893470790378, validation loss:3.149442434310913, validation accuracy:20.0, loss diff:0.7151771363090065
Epoch:29, train loss:2.403104817166048, train accuracy:35.738831615120276, validation loss:2.2889816761016846, validation accuracy:37.0, loss diff:0.1141231410643635
Epoch:30, train loss:2.458414070746478, train accuracy:33.539518900343644, validation loss:2.8244587182998657, validation accuracy:32.0, loss diff:0.36604464755338784
Epoch:31, train loss:2.367148848140941, train accuracy:35.53264604810997, validation loss:2.8238779306411743, validation accuracy:28.0, loss diff:0.4567290825002335
Epoch:32, train loss:2.3174767599386326, train accuracy:36.63230240549828, validation loss:3.117763042449951, validation accuracy:34.0, loss diff:0.8002862825113186
Epoch:33, train loss:2.359186046263751, train accuracy:35.807560137457045, validation loss:3.456576943397522, validation accuracy:32.0, loss diff:1.0973908971337711
Epoch:34, train loss:2.4315710067749023, train accuracy:34.50171821305842, validation loss:2.7895296812057495, validation accuracy:40.0, loss diff:0.35795867443084717
Epoch:35, train loss:2.2711934517411625, train accuracy:38.07560137457045, validation loss:2.5244632959365845, validation accuracy:42.0, loss diff:0.253269844195422
Epoch:36, train loss:2.256787251023685, train accuracy:38.419243986254294, validation loss:3.2771668434143066, validation accuracy:29.0, loss diff:1.0203795923906216
Epoch:37, train loss:2.3397808145074284, train accuracy:36.56357388316151, validation loss:2.373251438140869, validation accuracy:42.0, loss diff:0.03347062363344078
Epoch:38, train loss:2.197709826862111, train accuracy:41.786941580756015, validation loss:2.6900346279144287, validation accuracy:38.0, loss diff:0.4923248010523178
Epoch:39, train loss:2.2153719733743107, train accuracy:40.06872852233677, validation loss:3.008734107017517, validation accuracy:35.0, loss diff:0.7933621336432064
Epoch:40, train loss:2.258193436790915, train accuracy:39.175257731958766, validation loss:3.263384699821472, validation accuracy:29.0, loss diff:1.0051912630305573
Epoch:41, train loss:2.2689878028981827, train accuracy:38.07560137457045, validation loss:2.673519730567932, validation accuracy:40.0, loss diff:0.40453192766974944
Epoch:42, train loss:2.249702474650215, train accuracy:40.0, validation loss:2.305025577545166, validation accuracy:44.0, loss diff:0.05532310289495124
Epoch:43, train loss:2.297836415907916, train accuracy:38.76288659793814, validation loss:2.0578410625457764, validation accuracy:47.0, loss diff:0.2399953533621395
Epoch:44, train loss:2.2525204209720386, train accuracy:39.243986254295535, validation loss:3.3341708183288574, validation accuracy:42.0, loss diff:1.0816503973568188
Epoch:45, train loss:2.2384703229455387, train accuracy:39.93127147766323, validation loss:2.581032156944275, validation accuracy:44.0, loss diff:0.3425618339987362
Epoch:46, train loss:2.1712069862029133, train accuracy:40.756013745704465, validation loss:2.647579312324524, validation accuracy:31.0, loss diff:0.4763723261216106
Epoch:47, train loss:2.1822379967745613, train accuracy:41.855670103092784, validation loss:2.19025981426239, validation accuracy:46.0, loss diff:0.00802181748782882
Epoch:48, train loss:2.1438394294065586, train accuracy:42.54295532646048, validation loss:2.888081431388855, validation accuracy:37.0, loss diff:0.7442420019822964
Epoch:49, train loss:2.112619729603038, train accuracy:42.54295532646048, validation loss:2.721409022808075, validation accuracy:46.0, loss diff:0.6087892932050369
Epoch:50, train loss:2.163448319715612, train accuracy:42.2680412371134, validation loss:2.5702916979789734, validation accuracy:46.0, loss diff:0.40684337826336137
Epoch:51, train loss:2.1025614808587467, train accuracy:42.2680412371134, validation loss:2.8737659454345703, validation accuracy:41.0, loss diff:0.7712044645758236
Epoch:52, train loss:2.0339774945202995, train accuracy:44.46735395189003, validation loss:3.06598436832428, validation accuracy:40.0, loss diff:1.0320068738039803
Epoch:53, train loss:2.2252481544719025, train accuracy:41.649484536082475, validation loss:2.3068761825561523, validation accuracy:51.0, loss diff:0.08162802808424985
Epoch:54, train loss:2.0005273117738613, train accuracy:46.87285223367697, validation loss:2.7244595289230347, validation accuracy:36.0, loss diff:0.7239322171491733
Epoch:55, train loss:2.099987836445079, train accuracy:44.60481099656357, validation loss:2.101881265640259, validation accuracy:50.0, loss diff:0.0018934291951797633
Epoch:56, train loss:2.092971857856302, train accuracy:43.29896907216495, validation loss:2.442759394645691, validation accuracy:46.0, loss diff:0.349787536789389
Epoch:57, train loss:2.0567317219341503, train accuracy:44.87972508591065, validation loss:3.087127447128296, validation accuracy:32.0, loss diff:1.0303957251941456
Epoch:58, train loss:2.0815447639016544, train accuracy:43.6426116838488, validation loss:3.604782462120056, validation accuracy:36.0, loss diff:1.5232376982184017
Epoch:59, train loss:2.059143999043633, train accuracy:45.223367697594504, validation loss:2.4483470916748047, validation accuracy:49.0, loss diff:0.3892030926311718
Epoch:60, train loss:2.064533829689026, train accuracy:45.42955326460481, validation loss:2.513576626777649, validation accuracy:44.0, loss diff:0.44904279708862305
Epoch:61, train loss:2.033742098247304, train accuracy:44.46735395189003, validation loss:2.3093276023864746, validation accuracy:45.0, loss diff:0.2755855041391708
Epoch:62, train loss:2.0282413994564727, train accuracy:43.57388316151203, validation loss:2.8698387145996094, validation accuracy:37.0, loss diff:0.8415973151431366
Epoch:63, train loss:2.0092772560961105, train accuracy:43.91752577319588, validation loss:2.531830668449402, validation accuracy:47.0, loss diff:0.5225534123532913
Epoch:64, train loss:2.085311812513015, train accuracy:44.192439862542955, validation loss:2.724386692047119, validation accuracy:42.0, loss diff:0.6390748795341041
Epoch:65, train loss:1.8923006548601038, train accuracy:48.52233676975945, validation loss:2.3120553493499756, validation accuracy:40.0, loss diff:0.4197546944898718
Epoch:66, train loss:2.0130373309640324, train accuracy:45.9106529209622, validation loss:2.9910402297973633, validation accuracy:42.0, loss diff:0.9780028988333309
Epoch:67, train loss:1.9878199100494385, train accuracy:45.77319587628866, validation loss:2.954199254512787, validation accuracy:47.0, loss diff:0.9663793444633484
Epoch:68, train loss:2.0035221155952003, train accuracy:45.49828178694158, validation loss:2.360223174095154, validation accuracy:40.0, loss diff:0.3567010584999535
Epoch:69, train loss:1.9605723198722391, train accuracy:46.87285223367697, validation loss:2.94821298122406, validation accuracy:41.0, loss diff:0.9876406613518209
Epoch:70, train loss:1.9234197840971106, train accuracy:47.35395189003437, validation loss:3.216831684112549, validation accuracy:39.0, loss diff:1.2934119000154383
Epoch:71, train loss:1.9493861829533297, train accuracy:47.07903780068729, validation loss:2.51694256067276, validation accuracy:49.0, loss diff:0.5675563777194303
Epoch:72, train loss:2.0379338895573333, train accuracy:44.74226804123711, validation loss:2.6817758083343506, validation accuracy:38.0, loss diff:0.6438419187770172
Epoch:73, train loss:1.9751185739741606, train accuracy:44.5360824742268, validation loss:2.524545967578888, validation accuracy:47.0, loss diff:0.5494273936047274
Epoch:74, train loss:1.9497692514868343, train accuracy:46.529209621993125, validation loss:2.585121273994446, validation accuracy:43.0, loss diff:0.6353520225076115
Epoch:75, train loss:1.935646835495444, train accuracy:45.97938144329897, validation loss:2.5068740844726562, validation accuracy:53.0, loss diff:0.5712272489772123
Epoch:76, train loss:1.946937925675336, train accuracy:46.04810996563574, validation loss:2.9489426016807556, validation accuracy:48.0, loss diff:1.0020046760054195
Epoch:77, train loss:1.8855574832243078, train accuracy:47.83505154639175, validation loss:2.932437300682068, validation accuracy:36.0, loss diff:1.04687981745776
Epoch:78, train loss:1.9787132319282084, train accuracy:45.63573883161512, validation loss:2.6790904998779297, validation accuracy:43.0, loss diff:0.7003772679497213
Epoch:79, train loss:1.9827932119369507, train accuracy:45.84192439862543, validation loss:2.889509439468384, validation accuracy:41.0, loss diff:0.9067162275314331
Epoch:80, train loss:1.889685539638295, train accuracy:48.10996563573883, validation loss:2.7670658230781555, validation accuracy:47.0, loss diff:0.8773802834398605
Epoch:81, train loss:1.937288571806515, train accuracy:45.77319587628866, validation loss:2.725192666053772, validation accuracy:49.0, loss diff:0.787904094247257
Epoch:82, train loss:1.915592908859253, train accuracy:46.32302405498282, validation loss:3.347035229206085, validation accuracy:45.0, loss diff:1.4314423203468323
Epoch:83, train loss:1.9673562961466171, train accuracy:46.11683848797251, validation loss:2.928876042366028, validation accuracy:44.0, loss diff:0.9615197462194107
Epoch:84, train loss:1.983552098274231, train accuracy:45.70446735395189, validation loss:2.6802870631217957, validation accuracy:47.0, loss diff:0.6967349648475647
Epoch:85, train loss:1.9478050259982838, train accuracy:47.14776632302406, validation loss:2.2460665702819824, validation accuracy:50.0, loss diff:0.29826154428369867
Epoch:86, train loss:1.9451043535681332, train accuracy:46.04810996563574, validation loss:2.8634469509124756, validation accuracy:40.0, loss diff:0.9183425973443424
Epoch:87, train loss:1.8444854511934168, train accuracy:49.27835051546392, validation loss:2.81601619720459, validation accuracy:50.0, loss diff:0.9715307460111731
Epoch:88, train loss:1.8601694036932552, train accuracy:48.934707903780065, validation loss:2.9536606073379517, validation accuracy:44.0, loss diff:1.0934912036446964
Epoch:89, train loss:1.8904591728659237, train accuracy:48.31615120274914, validation loss:2.563909888267517, validation accuracy:43.0, loss diff:0.6734507154015934
Epoch:90, train loss:1.8792507122544682, train accuracy:47.21649484536083, validation loss:2.7404056787490845, validation accuracy:41.0, loss diff:0.8611549664946163
Epoch:91, train loss:1.8354951844495886, train accuracy:48.52233676975945, validation loss:2.3333899974823, validation accuracy:43.0, loss diff:0.4978948130327112
Epoch:92, train loss:1.8163723665125229, train accuracy:48.934707903780065, validation loss:1.713285505771637, validation accuracy:53.0, loss diff:0.10308686074088591
Epoch:93, train loss:1.8592994493596695, train accuracy:47.422680412371136, validation loss:2.8293821811676025, validation accuracy:47.0, loss diff:0.970082731807933
Epoch:94, train loss:1.8255125214071835, train accuracy:49.896907216494846, validation loss:2.253681480884552, validation accuracy:45.0, loss diff:0.42816895947736855
Epoch:95, train loss:1.892536222934723, train accuracy:46.460481099656356, validation loss:2.1005277037620544, validation accuracy:50.0, loss diff:0.20799148082733154
Epoch:96, train loss:1.9665094824398266, train accuracy:46.735395189003434, validation loss:2.9104368090629578, validation accuracy:51.0, loss diff:0.9439273266231312
Epoch:97, train loss:1.9220746755599976, train accuracy:46.666666666666664, validation loss:2.319657802581787, validation accuracy:45.0, loss diff:0.39758312702178955
Epoch:98, train loss:1.9203866860445808, train accuracy:46.8041237113402, validation loss:2.0685465931892395, validation accuracy:46.0, loss diff:0.14815990714465865
Epoch:99, train loss:1.9283430506201351, train accuracy:47.491408934707906, validation loss:2.6854987144470215, validation accuracy:34.0, loss diff:0.7571556638268864
Epoch:100, train loss:1.8919961522607243, train accuracy:47.491408934707906, validation loss:2.4713531732559204, validation accuracy:35.0, loss diff:0.5793570209951961
Epoch:101, train loss:1.8609508556478165, train accuracy:48.59106529209622, validation loss:2.359085440635681, validation accuracy:42.0, loss diff:0.49813458498786467
Epoch:102, train loss:1.8384667915456436, train accuracy:48.865979381443296, validation loss:2.2114192247390747, validation accuracy:44.0, loss diff:0.3729524331934311
Epoch:103, train loss:1.9259052977842444, train accuracy:46.11683848797251, validation loss:2.160350263118744, validation accuracy:53.0, loss diff:0.23444496533449954
Epoch:104, train loss:1.918976012398215, train accuracy:47.491408934707906, validation loss:2.9938944578170776, validation accuracy:44.0, loss diff:1.0749184454188627
Epoch:105, train loss:1.792025559088763, train accuracy:50.171821305841924, validation loss:2.7391802072525024, validation accuracy:47.0, loss diff:0.9471546481637394
Epoch:106, train loss:1.8227461085600012, train accuracy:47.697594501718214, validation loss:2.78469455242157, validation accuracy:47.0, loss diff:0.9619484438615686
Epoch:107, train loss:1.858731746673584, train accuracy:48.45360824742268, validation loss:2.23638254404068, validation accuracy:52.0, loss diff:0.37765079736709595
Epoch:108, train loss:1.815488941529218, train accuracy:49.62199312714777, validation loss:2.5284343361854553, validation accuracy:48.0, loss diff:0.7129453946562374
Epoch:109, train loss:1.972986656076768, train accuracy:45.63573883161512, validation loss:2.8853023052215576, validation accuracy:42.0, loss diff:0.9123156491447897
Epoch:110, train loss:1.9302853626363419, train accuracy:47.01030927835052, validation loss:3.531681001186371, validation accuracy:53.0, loss diff:1.601395638550029
Epoch:111, train loss:1.882170789382037, train accuracy:46.666666666666664, validation loss:2.2805209159851074, validation accuracy:50.0, loss diff:0.39835012660307045
Epoch:112, train loss:1.87289657312281, train accuracy:48.865979381443296, validation loss:2.3815929889678955, validation accuracy:40.0, loss diff:0.5086964158450855
Epoch:113, train loss:1.7424873814863318, train accuracy:51.54639175257732, validation loss:3.083807408809662, validation accuracy:45.0, loss diff:1.34132002732333
Epoch:114, train loss:1.828902104321648, train accuracy:48.31615120274914, validation loss:2.8219913244247437, validation accuracy:45.0, loss diff:0.9930892201030956
Epoch:115, train loss:1.7819502143298878, train accuracy:50.58419243986254, validation loss:2.3436869382858276, validation accuracy:45.0, loss diff:0.5617367239559399
Epoch:116, train loss:2.0143674121183506, train accuracy:44.81099656357388, validation loss:2.652790129184723, validation accuracy:43.0, loss diff:0.6384227170663723
Epoch:117, train loss:1.8853852643686182, train accuracy:46.529209621993125, validation loss:2.49701464176178, validation accuracy:44.0, loss diff:0.6116293773931616
Epoch:118, train loss:1.7637680768966675, train accuracy:51.47766323024055, validation loss:2.2081555128097534, validation accuracy:41.0, loss diff:0.44438743591308594
Epoch:119, train loss:1.7393813624101526, train accuracy:51.34020618556701, validation loss:2.300100088119507, validation accuracy:50.0, loss diff:0.5607187257093542
Epoch:120, train loss:1.843280785224017, train accuracy:47.766323024054984, validation loss:3.672736883163452, validation accuracy:38.0, loss diff:1.8294560979394352
Epoch:121, train loss:1.881534085554235, train accuracy:46.87285223367697, validation loss:2.963561534881592, validation accuracy:37.0, loss diff:1.0820274493273567
Epoch:122, train loss:1.8755873301449943, train accuracy:47.697594501718214, validation loss:3.0859208703041077, validation accuracy:42.0, loss diff:1.2103335401591133
Epoch:123, train loss:1.9196399169809677, train accuracy:47.21649484536083, validation loss:2.932991862297058, validation accuracy:38.0, loss diff:1.0133519453160904
Epoch:124, train loss:1.8081611745497759, train accuracy:49.14089347079038, validation loss:3.501571536064148, validation accuracy:36.0, loss diff:1.693410361514372
Epoch:125, train loss:1.8955273838604199, train accuracy:46.11683848797251, validation loss:2.580484628677368, validation accuracy:52.0, loss diff:0.6849572448169483
Epoch:126, train loss:1.8714162742390352, train accuracy:47.697594501718214, validation loss:3.032661199569702, validation accuracy:49.0, loss diff:1.161244925330667
Epoch:127, train loss:1.8549038872999304, train accuracy:48.59106529209622, validation loss:2.809337615966797, validation accuracy:44.0, loss diff:0.9544337286668665
Epoch:128, train loss:1.8342881202697754, train accuracy:47.90378006872852, validation loss:2.524787664413452, validation accuracy:42.0, loss diff:0.6904995441436768
Epoch:129, train loss:1.8147050563026876, train accuracy:50.034364261168385, validation loss:2.322241246700287, validation accuracy:56.0, loss diff:0.5075361903975992
Epoch:130, train loss:1.7440354052711935, train accuracy:51.34020618556701, validation loss:1.9553591012954712, validation accuracy:55.0, loss diff:0.2113236960242777
Epoch:131, train loss:1.788265165160684, train accuracy:49.896907216494846, validation loss:2.436569392681122, validation accuracy:51.0, loss diff:0.6483042275204378
Epoch:132, train loss:1.7891238507102518, train accuracy:51.27147766323024, validation loss:3.2140963077545166, validation accuracy:47.0, loss diff:1.4249724570442648
Epoch:133, train loss:1.7974223669837504, train accuracy:49.34707903780069, validation loss:2.8553220629692078, validation accuracy:48.0, loss diff:1.0578996959854574
Epoch:134, train loss:1.7226120794520658, train accuracy:52.439862542955325, validation loss:3.5309029817581177, validation accuracy:45.0, loss diff:1.8082909023060518
Epoch:135, train loss:1.6854551960440243, train accuracy:51.47766323024055, validation loss:3.8118703961372375, validation accuracy:49.0, loss diff:2.1264152000932133
Epoch:136, train loss:1.810309648513794, train accuracy:49.62199312714777, validation loss:2.143370032310486, validation accuracy:49.0, loss diff:0.3330603837966919
Epoch:137, train loss:1.7517647497794206, train accuracy:49.75945017182131, validation loss:2.7967820167541504, validation accuracy:46.0, loss diff:1.0450172669747297
Epoch:138, train loss:1.718569930861978, train accuracy:51.75257731958763, validation loss:3.9808167219161987, validation accuracy:43.0, loss diff:2.2622467910542206
Epoch:139, train loss:1.8791050279841703, train accuracy:49.07216494845361, validation loss:3.000311493873596, validation accuracy:54.0, loss diff:1.1212064658894259
Epoch:140, train loss:1.8578964752309464, train accuracy:48.31615120274914, validation loss:2.524991273880005, validation accuracy:47.0, loss diff:0.6670947986490585
Epoch:141, train loss:1.8107622090507955, train accuracy:49.828178694158076, validation loss:2.138442277908325, validation accuracy:52.0, loss diff:0.32768006885752965
Epoch:142, train loss:1.779662714285009, train accuracy:49.828178694158076, validation loss:2.5662551522254944, validation accuracy:53.0, loss diff:0.7865924379404854
Epoch:143, train loss:1.7871243252473719, train accuracy:49.14089347079038, validation loss:2.177526295185089, validation accuracy:47.0, loss diff:0.39040196993771725
Epoch:144, train loss:1.8678797273074879, train accuracy:47.90378006872852, validation loss:2.6350107192993164, validation accuracy:56.0, loss diff:0.7671309919918285
Epoch:145, train loss:1.8838831607033224, train accuracy:48.38487972508591, validation loss:2.8025795221328735, validation accuracy:46.0, loss diff:0.9186963614295511
Epoch:146, train loss:1.7767603537615608, train accuracy:50.72164948453608, validation loss:2.1484246253967285, validation accuracy:58.0, loss diff:0.3716642716351677
Epoch:147, train loss:1.8122104897218592, train accuracy:49.20962199312715, validation loss:2.622084379196167, validation accuracy:37.0, loss diff:0.8098738894743078
Epoch:148, train loss:1.898103440509123, train accuracy:46.8041237113402, validation loss:2.858199715614319, validation accuracy:45.0, loss diff:0.9600962751051958
Epoch:149, train loss:1.8187448697931625, train accuracy:49.00343642611684, validation loss:2.4794285893440247, validation accuracy:44.0, loss diff:0.6606837195508621
Epoch:150, train loss:1.7982650153777178, train accuracy:49.00343642611684, validation loss:3.2699698209762573, validation accuracy:51.0, loss diff:1.4717048055985396
Epoch:151, train loss:1.885155116810518, train accuracy:48.38487972508591, validation loss:2.6332592964172363, validation accuracy:46.0, loss diff:0.7481041796067183
Epoch:152, train loss:1.8020492581760181, train accuracy:49.07216494845361, validation loss:3.1144680976867676, validation accuracy:47.0, loss diff:1.3124188395107494
Epoch:153, train loss:1.8358834000194775, train accuracy:49.41580756013746, validation loss:1.98166161775589, validation accuracy:56.0, loss diff:0.14577821773641242
Epoch:154, train loss:1.7838667280533735, train accuracy:50.171821305841924, validation loss:3.7279369831085205, validation accuracy:41.0, loss diff:1.944070255055147
Epoch:155, train loss:1.7918472430285286, train accuracy:49.69072164948454, validation loss:3.5338277220726013, validation accuracy:49.0, loss diff:1.7419804790440727
Epoch:156, train loss:1.8093523979187012, train accuracy:50.30927835051546, validation loss:2.4355356097221375, validation accuracy:47.0, loss diff:0.6261832118034363
Epoch:157, train loss:1.8333311852286844, train accuracy:48.45360824742268, validation loss:4.55546247959137, validation accuracy:45.0, loss diff:2.7221312943626854
Epoch:158, train loss:1.8060159542981316, train accuracy:50.034364261168385, validation loss:2.588073968887329, validation accuracy:46.0, loss diff:0.7820580145891975
Epoch:159, train loss:1.754012809080236, train accuracy:49.553264604811, validation loss:2.3769638538360596, validation accuracy:50.0, loss diff:0.6229510447558235
Epoch:160, train loss:1.7029202335021074, train accuracy:51.27147766323024, validation loss:1.9320833086967468, validation accuracy:44.0, loss diff:0.2291630751946394
Epoch:161, train loss:1.8029269470888025, train accuracy:49.07216494845361, validation loss:2.5692089796066284, validation accuracy:40.0, loss diff:0.7662820325178259
Epoch:162, train loss:1.7240439092411715, train accuracy:51.065292096219935, validation loss:3.5848010778427124, validation accuracy:48.0, loss diff:1.860757168601541
Epoch:163, train loss:1.77765252309687, train accuracy:49.20962199312715, validation loss:2.9200637340545654, validation accuracy:51.0, loss diff:1.1424112109576954
Epoch:164, train loss:1.672178114161772, train accuracy:53.67697594501718, validation loss:2.2328007221221924, validation accuracy:43.0, loss diff:0.5606226079604204
Epoch:165, train loss:1.741293710820815, train accuracy:50.65292096219931, validation loss:2.298701584339142, validation accuracy:46.0, loss diff:0.5574078735183268
Epoch:166, train loss:1.8219342722612268, train accuracy:48.934707903780065, validation loss:2.918122708797455, validation accuracy:44.0, loss diff:1.096188436536228
Epoch:167, train loss:1.83225837875815, train accuracy:48.24742268041237, validation loss:2.41975736618042, validation accuracy:52.0, loss diff:0.58749898742227
Epoch:168, train loss:1.86703860058504, train accuracy:47.560137457044675, validation loss:3.415050208568573, validation accuracy:44.0, loss diff:1.548011607983533
Epoch:169, train loss:1.6998391852659338, train accuracy:52.92096219931271, validation loss:3.240911602973938, validation accuracy:50.0, loss diff:1.5410724177080042
Epoch:170, train loss:1.736585589016185, train accuracy:50.37800687285223, validation loss:3.2448288798332214, validation accuracy:49.0, loss diff:1.5082432908170365
Epoch:171, train loss:1.7397511075524723, train accuracy:50.99656357388316, validation loss:2.517389953136444, validation accuracy:45.0, loss diff:0.7776388455839718
Epoch:172, train loss:1.804073319715612, train accuracy:49.07216494845361, validation loss:2.6878774762153625, validation accuracy:44.0, loss diff:0.8838041564997505
Epoch:173, train loss:1.7649576173109167, train accuracy:50.85910652920962, validation loss:3.0799171924591064, validation accuracy:39.0, loss diff:1.3149595751481897
Epoch:174, train loss:1.662553590886733, train accuracy:52.7147766323024, validation loss:2.5518656373023987, validation accuracy:53.0, loss diff:0.8893120464156656
Epoch:175, train loss:1.744875101482167, train accuracy:50.446735395189, validation loss:3.5635955333709717, validation accuracy:52.0, loss diff:1.8187204318888046
Epoch:176, train loss:1.8064155157874613, train accuracy:49.75945017182131, validation loss:2.0475082397460938, validation accuracy:39.0, loss diff:0.24109272395863246
Epoch:177, train loss:1.7797330127042883, train accuracy:49.896907216494846, validation loss:2.243322491645813, validation accuracy:51.0, loss diff:0.4635894789415247
Epoch:178, train loss:1.773978170226602, train accuracy:49.48453608247423, validation loss:3.456382155418396, validation accuracy:40.0, loss diff:1.682403985191794
Epoch:179, train loss:1.6823538997594047, train accuracy:51.202749140893474, validation loss:2.3744794726371765, validation accuracy:56.0, loss diff:0.6921255728777718
Epoch:180, train loss:1.8001577012679155, train accuracy:49.41580756013746, validation loss:3.1281492710113525, validation accuracy:44.0, loss diff:1.327991569743437
Epoch:181, train loss:1.7631116614622229, train accuracy:50.72164948453608, validation loss:2.672785520553589, validation accuracy:46.0, loss diff:0.909673859091366
Epoch:182, train loss:1.7242825662388521, train accuracy:50.92783505154639, validation loss:2.386572003364563, validation accuracy:42.0, loss diff:0.6622894371257109
Epoch:183, train loss:1.7109462583766264, train accuracy:51.89003436426117, validation loss:2.136394202709198, validation accuracy:46.0, loss diff:0.4254479443325716
Epoch:184, train loss:1.7809208771761726, train accuracy:50.446735395189, validation loss:2.9433854818344116, validation accuracy:39.0, loss diff:1.162464604658239
Epoch:185, train loss:1.8028887229807236, train accuracy:49.20962199312715, validation loss:2.9765923023223877, validation accuracy:41.0, loss diff:1.1737035793416641
Epoch:186, train loss:1.8019235975602095, train accuracy:48.72852233676976, validation loss:2.4590848684310913, validation accuracy:52.0, loss diff:0.6571612708708818
Epoch:187, train loss:1.8428654460345997, train accuracy:48.45360824742268, validation loss:2.814660131931305, validation accuracy:45.0, loss diff:0.9717946858967053
Epoch:188, train loss:1.698657007778392, train accuracy:50.99656357388316, validation loss:1.9580533504486084, validation accuracy:45.0, loss diff:0.2593963426702164
Epoch:189, train loss:1.7636581659317017, train accuracy:49.27835051546392, validation loss:2.8021379709243774, validation accuracy:39.0, loss diff:1.0384798049926758
Epoch:190, train loss:1.7785046170739567, train accuracy:50.30927835051546, validation loss:2.4186925292015076, validation accuracy:52.0, loss diff:0.6401879121275509
Epoch:191, train loss:1.7552131133921005, train accuracy:50.034364261168385, validation loss:2.9268402457237244, validation accuracy:47.0, loss diff:1.1716271323316239
