../test/testdata/test_tmp
Epoch:0, train loss:3.264032349866979, train accuracy:1.9243986254295533, validation loss:3.2629507780075073, validation accuracy:2.0, loss diff:0.001081571859471886
Epoch:16, train loss:2.8116331100463867, train accuracy:25.29209621993127, validation loss:2.486981511116028, validation accuracy:29.0, loss diff:0.3246515989303589
Epoch:17, train loss:2.7840566635131836, train accuracy:25.84192439862543, validation loss:2.6848114728927612, validation accuracy:31.0, loss diff:0.09924519062042236
Epoch:18, train loss:2.6978009308085724, train accuracy:28.65979381443299, validation loss:2.6627789735794067, validation accuracy:28.0, loss diff:0.03502195722916568
Epoch:19, train loss:2.6380724906921387, train accuracy:29.896907216494846, validation loss:2.3373624086380005, validation accuracy:34.0, loss diff:0.3007100820541382
Epoch:20, train loss:2.6215004570343914, train accuracy:31.34020618556701, validation loss:2.212494134902954, validation accuracy:34.0, loss diff:0.4090063221314373
Epoch:21, train loss:2.6099733745350555, train accuracy:29.621993127147768, validation loss:2.555044651031494, validation accuracy:31.0, loss diff:0.05492872350356137
Epoch:22, train loss:2.5940524830537686, train accuracy:31.95876288659794, validation loss:2.618494987487793, validation accuracy:41.0, loss diff:0.024442504434024404
Epoch:23, train loss:2.4993582402958587, train accuracy:35.25773195876289, validation loss:2.127080202102661, validation accuracy:39.0, loss diff:0.3722780381931976
Epoch:24, train loss:2.4777504135580624, train accuracy:34.50171821305842, validation loss:2.155207872390747, validation accuracy:30.0, loss diff:0.3225425411673153
Epoch:25, train loss:2.4198475374894985, train accuracy:35.12027491408935, validation loss:2.412443161010742, validation accuracy:26.0, loss diff:0.007404376478756358
Epoch:26, train loss:2.441570457290201, train accuracy:34.914089347079035, validation loss:2.1524227261543274, validation accuracy:43.0, loss diff:0.28914773113587344
Epoch:27, train loss:2.393859659924227, train accuracy:35.670103092783506, validation loss:2.1468154191970825, validation accuracy:38.0, loss diff:0.24704424072714426
Epoch:28, train loss:2.3622848075978897, train accuracy:36.28865979381443, validation loss:2.2432687282562256, validation accuracy:37.0, loss diff:0.11901607934166414
Epoch:29, train loss:2.2755050939672135, train accuracy:39.243986254295535, validation loss:2.2054953575134277, validation accuracy:34.0, loss diff:0.07000973645378572
Epoch:30, train loss:2.290742088766659, train accuracy:39.175257731958766, validation loss:2.453382730484009, validation accuracy:31.0, loss diff:0.1626406417173496
Epoch:31, train loss:2.2339923101312973, train accuracy:40.48109965635739, validation loss:2.6507376432418823, validation accuracy:31.0, loss diff:0.41674533311058504
Epoch:32, train loss:2.2769595244351555, train accuracy:38.55670103092783, validation loss:2.410580635070801, validation accuracy:42.0, loss diff:0.1336211106356453
Epoch:33, train loss:2.2857553678400375, train accuracy:40.34364261168385, validation loss:1.9867446422576904, validation accuracy:45.0, loss diff:0.2990107255823471
Epoch:34, train loss:2.2119607154060814, train accuracy:40.48109965635739, validation loss:1.9742131233215332, validation accuracy:38.0, loss diff:0.2377475920845482
Epoch:35, train loss:2.2231553512461044, train accuracy:38.90034364261168, validation loss:2.3337360620498657, validation accuracy:31.0, loss diff:0.1105807108037613
Epoch:36, train loss:2.163636663380791, train accuracy:41.30584192439863, validation loss:1.9543567895889282, validation accuracy:40.0, loss diff:0.20927987379186286
Epoch:37, train loss:2.228539137279286, train accuracy:40.48109965635739, validation loss:1.988091230392456, validation accuracy:42.0, loss diff:0.24044790688683015
Epoch:38, train loss:2.2022524511112884, train accuracy:41.09965635738832, validation loss:2.3341585993766785, validation accuracy:27.0, loss diff:0.13190614826539004
Epoch:39, train loss:2.2303829824223236, train accuracy:40.06872852233677, validation loss:1.9101902842521667, validation accuracy:37.0, loss diff:0.32019269817015683
Epoch:40, train loss:2.129564446561477, train accuracy:42.74914089347079, validation loss:2.1899996995925903, validation accuracy:37.0, loss diff:0.06043525303111341
Epoch:41, train loss:2.1917052970213047, train accuracy:39.86254295532646, validation loss:2.035710096359253, validation accuracy:43.0, loss diff:0.15599520066205175
Epoch:42, train loss:2.095120969940634, train accuracy:42.2680412371134, validation loss:1.5320257544517517, validation accuracy:42.0, loss diff:0.5630952154888824
Epoch:43, train loss:2.149106397348292, train accuracy:42.13058419243986, validation loss:2.0996031165122986, validation accuracy:41.0, loss diff:0.0495032808359932
Epoch:44, train loss:2.134958491605871, train accuracy:41.786941580756015, validation loss:1.6522639989852905, validation accuracy:45.0, loss diff:0.4826944926205803
Epoch:45, train loss:2.1647913946824917, train accuracy:41.855670103092784, validation loss:2.2309852838516235, validation accuracy:37.0, loss diff:0.06619388916913183
Epoch:46, train loss:2.1082706030677345, train accuracy:42.2680412371134, validation loss:2.1142666339874268, validation accuracy:38.0, loss diff:0.005996030919692252
Epoch:47, train loss:2.087463484090917, train accuracy:43.29896907216495, validation loss:1.8128027319908142, validation accuracy:41.0, loss diff:0.274660752100103
Epoch:48, train loss:2.074368476867676, train accuracy:42.74914089347079, validation loss:2.052143096923828, validation accuracy:41.0, loss diff:0.022225379943847656
Epoch:49, train loss:2.0386903706718895, train accuracy:43.78006872852234, validation loss:1.6492186188697815, validation accuracy:46.0, loss diff:0.389471751802108
Epoch:50, train loss:2.0605694546419033, train accuracy:43.84879725085911, validation loss:2.060794949531555, validation accuracy:39.0, loss diff:0.00022549488965184494
Epoch:51, train loss:1.9033927356495577, train accuracy:47.697594501718214, validation loss:2.281867265701294, validation accuracy:43.0, loss diff:0.37847453005173626
Epoch:52, train loss:2.140332811019, train accuracy:40.756013745704465, validation loss:1.7272040843963623, validation accuracy:45.0, loss diff:0.41312872662263755
Epoch:53, train loss:2.01666698736303, train accuracy:44.123711340206185, validation loss:2.0004217624664307, validation accuracy:41.0, loss diff:0.016245224896599186
Epoch:54, train loss:1.9508058884564567, train accuracy:46.94158075601374, validation loss:2.0333460569381714, validation accuracy:40.0, loss diff:0.08254016848171464
Epoch:55, train loss:1.9890458513708675, train accuracy:45.154639175257735, validation loss:1.6855490803718567, validation accuracy:46.0, loss diff:0.30349677099901085
Epoch:56, train loss:2.011004791540258, train accuracy:43.78006872852234, validation loss:2.2070587277412415, validation accuracy:44.0, loss diff:0.19605393620098344
Epoch:57, train loss:1.9279174944933724, train accuracy:46.529209621993125, validation loss:1.7785575985908508, validation accuracy:43.0, loss diff:0.14935989590252152
Epoch:58, train loss:2.0040758848190308, train accuracy:45.292096219931274, validation loss:1.3536149859428406, validation accuracy:50.0, loss diff:0.6504608988761902
Epoch:59, train loss:2.0471825880162857, train accuracy:43.23024054982818, validation loss:2.0259986519813538, validation accuracy:48.0, loss diff:0.02118393603493196
Epoch:60, train loss:2.0078951400869034, train accuracy:44.74226804123711, validation loss:2.8126837015151978, validation accuracy:34.0, loss diff:0.8047885614282944
Epoch:61, train loss:2.040450601016774, train accuracy:43.57388316151203, validation loss:2.1010918617248535, validation accuracy:37.0, loss diff:0.060641260708079514
Epoch:62, train loss:1.943492524764117, train accuracy:45.49828178694158, validation loss:2.0418702960014343, validation accuracy:37.0, loss diff:0.09837777123731728
Epoch:63, train loss:2.042062934707193, train accuracy:44.39862542955326, validation loss:1.3331954181194305, validation accuracy:54.0, loss diff:0.7088675165877625
Epoch:64, train loss:1.9592438164879293, train accuracy:45.63573883161512, validation loss:2.1750065088272095, validation accuracy:35.0, loss diff:0.21576269233928014
Epoch:65, train loss:1.8789244188981897, train accuracy:48.24742268041237, validation loss:2.223248839378357, validation accuracy:48.0, loss diff:0.3443244204801672
Epoch:66, train loss:1.9422917085535385, train accuracy:45.70446735395189, validation loss:1.7163231372833252, validation accuracy:52.0, loss diff:0.2259685712702133
Epoch:67, train loss:1.959090744747835, train accuracy:45.223367697594504, validation loss:2.32163667678833, validation accuracy:40.0, loss diff:0.3625459320404951
Epoch:68, train loss:1.9200273331473856, train accuracy:47.01030927835052, validation loss:1.9487578868865967, validation accuracy:43.0, loss diff:0.028730553739211073
Epoch:69, train loss:2.026395426077001, train accuracy:44.74226804123711, validation loss:2.3763777017593384, validation accuracy:40.0, loss diff:0.3499822756823372
Epoch:70, train loss:1.8851462672738468, train accuracy:46.666666666666664, validation loss:1.770331859588623, validation accuracy:53.0, loss diff:0.11481440768522377
Epoch:71, train loss:1.9172312441994162, train accuracy:47.14776632302406, validation loss:2.031683087348938, validation accuracy:48.0, loss diff:0.11445184314952184
Epoch:72, train loss:1.9355621968998629, train accuracy:46.87285223367697, validation loss:1.5802028179168701, validation accuracy:52.0, loss diff:0.35535937898299275
Epoch:73, train loss:1.8858778687084423, train accuracy:47.422680412371136, validation loss:1.9944341778755188, validation accuracy:50.0, loss diff:0.10855630916707648
Epoch:74, train loss:1.8796961728264303, train accuracy:48.59106529209622, validation loss:2.2449958324432373, validation accuracy:41.0, loss diff:0.365299659616807
Epoch:75, train loss:1.8781184729407816, train accuracy:47.422680412371136, validation loss:1.6390017867088318, validation accuracy:44.0, loss diff:0.23911668623194982
Epoch:76, train loss:1.877913047285641, train accuracy:48.38487972508591, validation loss:2.167325973510742, validation accuracy:41.0, loss diff:0.2894129262251013
Epoch:77, train loss:1.854831057436326, train accuracy:48.10996563573883, validation loss:2.0077280402183533, validation accuracy:45.0, loss diff:0.15289698278202724
Epoch:78, train loss:1.9202224016189575, train accuracy:45.292096219931274, validation loss:1.6716460585594177, validation accuracy:50.0, loss diff:0.2485763430595398
Epoch:79, train loss:1.896513630362118, train accuracy:47.628865979381445, validation loss:1.9643829464912415, validation accuracy:45.0, loss diff:0.0678693161291235
Epoch:80, train loss:1.8514502749723547, train accuracy:47.628865979381445, validation loss:2.084526538848877, validation accuracy:43.0, loss diff:0.23307626387652225
Epoch:81, train loss:1.9114580294665169, train accuracy:46.18556701030928, validation loss:1.9513860940933228, validation accuracy:46.0, loss diff:0.03992806462680587
Epoch:82, train loss:1.8944470391553991, train accuracy:47.491408934707906, validation loss:2.2023065090179443, validation accuracy:45.0, loss diff:0.3078594698625452
Epoch:83, train loss:1.8391348544289083, train accuracy:48.31615120274914, validation loss:1.94939124584198, validation accuracy:51.0, loss diff:0.11025639141307164
Epoch:84, train loss:1.921615902115317, train accuracy:47.560137457044675, validation loss:2.137000322341919, validation accuracy:45.0, loss diff:0.21538442022660198
Epoch:85, train loss:1.81370228879592, train accuracy:49.14089347079038, validation loss:1.8854079246520996, validation accuracy:49.0, loss diff:0.07170563585617962
Epoch:86, train loss:1.8749432704027962, train accuracy:48.59106529209622, validation loss:1.9074378609657288, validation accuracy:39.0, loss diff:0.03249459056293258
Epoch:87, train loss:1.8431044466355269, train accuracy:47.83505154639175, validation loss:2.4849547147750854, validation accuracy:45.0, loss diff:0.6418502681395586
Epoch:88, train loss:1.8244513693977804, train accuracy:48.59106529209622, validation loss:1.9045326113700867, validation accuracy:51.0, loss diff:0.08008124197230626
Epoch:89, train loss:1.8629739985746496, train accuracy:47.90378006872852, validation loss:2.21695613861084, validation accuracy:38.0, loss diff:0.3539821400361902
Epoch:90, train loss:1.9054120708914364, train accuracy:47.2852233676976, validation loss:1.5779281258583069, validation accuracy:54.0, loss diff:0.3274839450331295
Epoch:91, train loss:1.805768658133114, train accuracy:49.41580756013746, validation loss:2.1676158905029297, validation accuracy:43.0, loss diff:0.36184723236981564
Epoch:92, train loss:1.8134266138076782, train accuracy:49.20962199312715, validation loss:1.8925774097442627, validation accuracy:47.0, loss diff:0.07915079593658447
Epoch:93, train loss:1.8656729529885685, train accuracy:47.83505154639175, validation loss:1.7058842778205872, validation accuracy:53.0, loss diff:0.15978867516798134
Epoch:94, train loss:1.8757973488639383, train accuracy:47.97250859106529, validation loss:1.4074206352233887, validation accuracy:50.0, loss diff:0.46837671364054967
Epoch:95, train loss:1.8249705959768856, train accuracy:49.20962199312715, validation loss:2.135055422782898, validation accuracy:42.0, loss diff:0.31008482680601235
Epoch:96, train loss:1.823241864933687, train accuracy:48.865979381443296, validation loss:2.0899330377578735, validation accuracy:47.0, loss diff:0.26669117282418653
Epoch:97, train loss:1.8232885599136353, train accuracy:48.865979381443296, validation loss:2.0603856444358826, validation accuracy:47.0, loss diff:0.23709708452224731
Epoch:98, train loss:1.816768954781925, train accuracy:48.72852233676976, validation loss:2.038395941257477, validation accuracy:47.0, loss diff:0.2216269864755518
Epoch:99, train loss:1.78585684299469, train accuracy:49.69072164948454, validation loss:2.2480528354644775, validation accuracy:48.0, loss diff:0.4621959924697876
======================== Test Accurracy Score ========================
Accuracy Score :  4.074074074074074
========================        End           ========================
